-12.4547885,130.8387448
-12.464172 ,130.84028
-12.3749302,130.8815219
-12.388287 ,130.851845
-12.3775612,130.8822587
-12.3775612,130.8822587
-12.3954507,130.8945527
-12.4258106,130.869485
-12.4792089,130.9784066
-12.4733452,130.9836872
-12.4820185,130.9848298
-12.5110302,130.9807072
-12.5208423,131.041475
-12.522484 ,131.0420808
-14.46561  ,132.2628435
-23.7075188,133.8789064
-23.7012214,133.8716503
-23.6678302,133.8661671
-23.6989088,133.8792245
-33.8769934,151.2063551
-33.8669538,151.206248
-33.8814836,151.1966757
-33.8843809,151.1968989
-33.8696526,151.196304
-33.8696141,151.2212242
-33.8752506,151.2224727
-33.9156947,151.200115
-33.8915097,151.212596
-33.9017062,151.214429
-33.897564 ,151.2132659
-33.9034722,151.2111012
-33.8956285,151.2485338
-33.8915695,151.2505012
-33.8923168,151.2473288
-33.879029 ,151.237533
-33.8656362,151.2778023
-33.9079733,151.2340741
-33.9083455,151.2476648
-33.9162689,151.2401973
-33.925046 ,151.2256833
-33.9405466,151.2285486
-33.9499399,151.2407653
-33.9408371,151.2384203
-33.9457976,151.2271332
-33.8808348,151.1706799
-33.8861515,151.1582057
-33.8696229,151.1142919
-33.8680191,151.1286231
-33.8556576,151.1592246
-33.8560441,151.1589382
-33.856477 ,151.1611377
-33.8884456,151.1643736
-33.8393362,151.2090148
-33.8213111,151.2107863
-33.8236974,151.201206
-33.8171167,151.1516985
-33.814049 ,151.1768514
-33.8136327,151.1688019
-33.792407 ,151.180359
-33.7945603,151.186122
-33.7985417,151.1830916
-33.8058962,151.1989154
-33.7740232,151.1671744
-33.7519956,151.1439153
-33.7325258,151.1273033
-33.7312862,151.157627
-33.7299009,151.1585895
-33.7195883,151.1162448
-33.7073095,151.0991099
-33.6880782,151.1067342
-33.7039983,151.1005827
-33.6281993,151.147693
-33.6129666,151.1384991
-33.7603233,151.2186117
-33.7603221,151.2144087
-33.8291334,151.2195275
-33.8295428,151.2184798
-33.830595 ,151.2262274
-33.7850786,151.268356
-33.7930797,151.2643177
-33.798888 ,151.2854368
-33.7521955,151.2892091
-33.7500749,151.2892877
-33.7632857,151.2796529
-33.7660999,151.2696864
-33.7001563,151.3001534
-33.697089 ,151.2965037
-33.6759177,151.3053635
-33.6538515,151.3212375
-33.636573 ,151.3302255
-33.8318325,151.1416851
-33.8318858,151.1283669
-33.8072431,151.1098285
-33.8102014,151.1060251
-33.7849521,151.1290399
-33.7941317,151.1267572
-33.7767574,151.1204085
-33.8074717,151.0852027
-33.805906 ,151.0877275
